1.05;31.004;2439.98;74200;74100;74000;ПЯТИГОРСК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.67;
25.68;33.522;2587.90;72200;72100;72000;РОСТОВ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
29.40;33.522;2537.62;71200;71100;71000;САМАРА;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
9.83;2683.980;340328.63;126800;126700;126500;САМАРА;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.53;
0.41;2678.055;338238.32;126300;126200;126000;УГЛИ;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.52;
4.83;2755.000;375231.00;136200;136100;136000;КАЗАНЬ;Круг Ст20Х 3гр;310мм.;3гр;ТУ14-1-2118-98;Круг;4.64;
0.69;556.942;76134.04;135200;135100;135000;УГЛИ;Круг Ст20Х 3гр;310мм.;3гр;ТУ14-1-2118-98;Круг;0.94;
0.34;343.644;55288.92;158890;157890;157890;УГЛИ;Круг Ст30ХГСА;310мм;;ГОСТ 2590,4543-71;Круг;0.58;
7.72;2547.707;404805.17;158890;157890;157890;УГЛИ;Круг Ст30ХГСА;310мм;;ТУ 14-1-2118,ГОСТ4543-16, 3ГП_;Круг;4.3;
11.04;2755.078;479356.11;173990;173890;173790;ЧЕЛЯБИНСК;Круг Ст30ХГСА;310мм;;ТУ 14-1-2118,ГОСТ4543-16, 3ГП_;Круг;4.65;
1.15;1152.001;142041.78;123300;123200;123000;КАЗАНЬ;Круг Ст35;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;1.95;
0.56;566.675;72704.40;126800;126700;126500;РОСТОВ;Круг Ст35;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;0.95;
3.40;2784.712;351709.18;126300;126200;126000;УГЛИ;Круг Ст35;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.7;
3.91;2636.589;343283.94;130200;130100;130000;ВОЛГОГРАД;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.45;
7.83;2826.187;370795.71;131200;131100;131000;ВОРОНЕЖ;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.77;
4.84;2784.712;365354.27;131200;131100;131000;ИЖЕВСК;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.7;
8.21;2823.174;370400.43;131200;131100;131000;КАЗАНЬ;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.71;
5.37;2684.002;354825.13;132200;132100;132000;КИРОВ;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.59;
12.09;2813.745;366349.55;130200;130100;130000;ЛОБНЯ;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.73;
0.96;699.131;92425.12;131200;131100;131000;ПЕНЗА;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;1.13;
5.43;2755.088;361467.52;131200;131100;131000;РОСТОВ;Круг Ст40Х 3ГП;310мм.;3ГП;ТУ14-1-2118-98;Круг;4.65;
0.82;27.175;3429.54;116200;115890;115890;УГЛИ;Круг Ст9ХС;30 мм;;ГОСТ 5950-2000, 2590-2006;Круг;4.9;
3.12;28.673;3360.45;117200;116890;116890;ЧЕЛЯБИНСК;Круг Ст9ХС;30 мм;;ГОСТ 5950-2000, 2590-2006;Круг;5.17;
6.78;27.730;2664.85;86100;85990;85990;УГЛИ;Круг СтУ8А;30мм;;ГОСТ 1435-99, 2590-2006;Круг;5;
2.89;27.785;2392.33;86100;85990;85990;ЧЕЛЯБИНСК;Круг СтУ8А;30мм;;ГОСТ 1435-99, 2590-2006;Круг;5.01;
2.94;26.880;11558.40;430000;430000;430000;ЧЕЛЯБИНСК;Круг СтХВГ;030;;ГОСТ 5950-2000, 2ГП, Т/О;Круг;4.8;
0.12;117.391;16223.49;135200;135100;135000;УГЛИ;Круг Ст09Г2С;310мм;;;Круг;0.2;
5.01;2630.664;359611.84;136700;136600;136500;ВОЛГОГРАД;Круг Ст09Г2С;310мм;3ГП;;Круг;4.44;
5.36;2737.313;374190.69;136700;136600;136500;ВОРОНЕЖ;Круг Ст09Г2С;310мм;3ГП;;Круг;4.62;
5.24;2571.415;347655.35;135200;135100;135000;ИЖЕВСК;Круг Ст09Г2С;310мм;3ГП;;Круг;4.34;
1.55;2749.163;371686.82;135200;135100;135000;КАЗАНЬ;Круг Ст09Г2С;310мм;3ГП;;Круг;4.64;
7.64;2704.963;369768.40;136700;136600;136500;САМАРА;Круг Ст09Г2С;310мм;3ГП;;Круг;4.53;
4.98;2636.589;356466.89;135200;135100;135000;УГЛИ;Круг Ст09Г2С;310мм;3ГП;;Круг;4.45;
1.29;633.964;108338.16;170890;170890;170890;ЧЕЛЯБИНСК;Круг Ст18ХГТ;310мм;3ГР;ТУ 14-1-2118-98, 4543-16;Круг;1.07;
5.45;2755.078;347966.41;126300;126200;126000;ВОЛГОГРАД;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.65;
4.85;2666.808;339484.65;127300;127200;127000;ВОРОНЕЖ;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.46;
11.52;2636.580;325090.38;123300;123200;123000;ИЖЕВСК;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.45;
5.95;2725.454;344224.84;126300;126200;126000;ЛОБНЯ;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.6;
0.25;142.198;18528.35;127800;127700;127500;НИЖНИЙ;Круг Ст20;310мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;0.24;
6.07;35.020;2598.52;69700;69600;69500;КАЗАНЬ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.55;
0.72;36.346;2733.19;70700;70600;70500;ЛИПЕЦК;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.76;
7.27;37.481;2762.38;69200;69100;69000;ЛОБНЯ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.94;
1.45;35.967;2704.72;70700;70600;70500;НИЖНИЙ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.7;
4.76;35.967;2704.72;70700;70600;70500;ПЕНЗА;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.7;
27.83;38.112;2904.16;71200;71100;71000;РОСТОВ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
3.80;38.112;2847.00;70200;70100;70000;САМАРА;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
8.75;31.045;2334.60;70700;70600;70500;САРАТОВ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;4.92;
2.51;36.282;2619.60;69200;69100;69000;СТАРЫЙ ОСКОЛ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.75;
5.50;37.986;2913.54;72200;72100;72000;ТИТАРОВКА;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
0.04;35.967;2704.72;70700;70600;70500;ТУЛА_ПЛЕХАНОВО;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.7;
16.87;37.986;2818.58;69200;69100;69000;УГЛИ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
11.21;36.120;2698.16;70200;70100;70000;УЛЬЯНОВСК;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.6;
2.42;29.215;2036.31;69700;69600;69500;ЧЕЛНЫ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;4.63;
2.04;37.986;2818.58;70200;70100;70000;ЯРОСЛАВЛЬ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
2.68;34.815;5221.90;149990;149990;149990;НОВОСИБИРСК;Круг Ст35калибр;32мм;НД;калибровка;Круг;5.5;
4.40;31.777;4718.51;143990;143990;143990;САМАРА;Круг Ст35калибр;32мм;НД;калибровка;Круг;5.02;
3.99;37.247;3430.05;87090;86990;86890;УГЛИ;Круг Ст38хс;32мм;;ГОСТ 2590-2006, 4543-71, 2ГП;Круг;5.9;
2.87;38.049;2785.21;68700;68600;68500;ТУЛА_ПЛЕХАНОВО;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
8.96;38.112;2751.72;67200;67100;67000;УГЛИ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.04;
2.60;38.161;2774.29;68200;68100;68000;УЛЬЯНОВСК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.02;
10.16;38.700;2832.88;69200;69100;69000;ЧЕБОКСАРЫ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
0.46;38.112;2561.15;67200;67100;67000;ЧЕЛНЫ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.04;
1.00;38.049;2785.21;69200;69100;69000;ЧЕРЕПОВЕЦ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
10.61;38.049;2747.16;68200;68100;68000;ЯРОСЛАВЛЬ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
2.84;36.977;3238.78;83090;82990;82890;ВОРОНЕЖ;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.86;
13.87;35.967;3107.19;84890;84790;84690;ИЖЕВСК;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.7;
4.13;36.282;3243.29;84890;84790;84690;КАЗАНЬ;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.75;
6.31;36.977;3331.22;85090;84990;84890;РОСТОВ;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.86;
1.11;37.544;3281.01;82890;82790;82690;САМАРА;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.95;
6.87;36.282;3087.28;82090;81990;81890;СТАРЫЙ ОСКОЛ;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.75;
6.34;36.093;3027.86;78890;78790;78690;УГЛИ;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.72;
3.05;36.598;2960.41;80890;80790;80690;ЧЕЛЯБИНСК;Круг Ст30ХГСА;32мм;;ГОСТ 2590,4543-71;Круг;5.8;
0.91;38.112;2866.05;71200;71100;71000;ВОЛГОГРАД;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
3.01;36.913;2775.90;70700;70600;70500;ВОРОНЕЖ;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.85;
5.72;38.175;2699.01;69200;69100;69000;ИЖЕВСК;Круг Ст35;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
5.56;37.860;2847.07;70200;70100;70000;УГЛИ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;6;
2.22;31.767;2420.68;72200;72100;72000;ЧЕБОКСАРЫ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;4.85;
0.72;38.112;2866.05;71200;71100;71000;ЯРОСЛАВЛЬ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;6.04;
3.81;34.182;5499.54;160890;159890;159890;НОВОСИБИРСК;Круг Ст40х_калибр;32мм;НД;калибровка;Круг;5.4;
2.19;32.283;5145.59;154890;153890;153890;САМАРА;Круг Ст40х_калибр;32мм;НД;калибровка;Круг;5.1;
2.48;33.232;5247.08;152890;151890;151890;УГЛИ;Круг Ст40х_калибр;32мм;НД;калибровка;Круг;5.25;
3.47;32.853;5088.55;154890;153890;153890;ЧЕЛЯБИНСК;Круг Ст40х_калибр;32мм;НД;калибровка;Круг;5.19;
1.16;36.625;2754.22;70700;70600;70500;БЕЛГОРОД_КРЕЙДА;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.72;
0.07;36.156;2718.95;70700;70600;70500;БРЯНСК;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.73;
2.89;36.850;2771.15;71200;71100;71000;ВОЛГОГРАД;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.84;
3.54;36.598;2752.17;70700;70600;70500;ВОРОНЕЖ;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.8;
5.37;38.049;2823.26;69700;69600;69500;КАЗАНЬ;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
2.41;37.308;2805.53;70700;70600;70500;КАЛУГА;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
2.83;36.409;2737.93;70700;70600;70500;ЛИПЕЦК;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.77;
15.86;38.049;2804.23;69200;69100;69000;ЛОБНЯ;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
3.19;37.860;2847.07;70700;70600;70500;НИЖНИЙ;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
2.19;35.120;2641.04;70700;70600;70500;ОРЕЛ;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.87;
2.41;36.219;2723.70;70700;70600;70500;ПЕНЗА;Круг Ст45;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.74;
6.92;36.913;3288.62;89090;88990;88890;ЧЕЛЯБИНСК;Круг Ст38хс;32мм;;ГОСТ 2590-2006, 4543-71, 2ГП;Круг;5.85;
1.39;36.156;2755.11;71700;71600;71500;БРЯНСК;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.73;
0.96;36.598;2788.77;72200;72100;72000;ВОЛГОГРАД;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.8;
1.00;37.103;2827.23;71700;71600;71500;ВОРОНЕЖ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.88;
23.31;37.544;2729.49;71200;71100;71000;ИЖЕВСК;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.95;
3.40;38.112;2885.11;71200;71100;71000;КАЗАНЬ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;6.04;
1.68;35.778;2726.26;71700;71600;71500;КАЛУГА;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.67;
1.81;36.030;2745.49;71700;71600;71500;ЛИПЕЦК;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.71;
14.32;38.112;2847.00;70200;70100;70000;ЛОБНЯ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;6.04;
3.08;36.895;2811.38;71700;71600;71500;ОРЕЛ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.67;
4.68;33.569;2574.76;72200;72100;72000;ПЕНЗА;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.32;
25.41;35.967;2776.65;72200;72100;72000;РОСТОВ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.7;
7.58;37.120;2809.98;71200;71100;71000;САМАРА;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.8;
0.25;35.841;2748.99;72200;72100;72000;САРАНСК;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.68;
5.32;38.175;2928.06;72200;72100;72000;САРАТОВ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;6.05;
14.05;37.229;2725.16;70200;70100;70000;СТАРЫЙ ОСКОЛ;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.9;
1.96;35.967;2794.64;73200;73100;73000;ТИТАРОВКА;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;5.7;
0.08;37.986;2894.55;71700;71600;71500;ТУЛА_ПЛЕХАНОВО;Круг Ст40Х;32мм.;;ГОСТ 2590,4543-2016;Круг;6.02;
0.85;38.257;2876.91;70700;70600;70500;БЕЛГОРОД_КРЕЙДА;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.06;
22.04;38.130;2867.41;71200;71100;71000;ВОЛГОГРАД;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
2.68;36.742;2762.98;70700;70600;70500;ВОРОНЕЖ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.82;
6.71;38.194;2700.29;69200;69100;69000;ИЖЕВСК;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
18.92;38.130;2829.28;69700;69600;69500;КАЗАНЬ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
6.04;31.307;2229.09;71200;71100;71000;КИРОВ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;4.96;
1.41;36.237;2724.99;70700;70600;70500;ЛИПЕЦК;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.74;
23.82;38.067;2805.57;69200;69100;69000;ЛОБНЯ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
5.75;30.302;2278.74;70700;70600;70500;НИЖНИЙ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;4.8;
0.52;36.300;2729.74;70700;70600;70500;ОРЕЛ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.75;
5.17;28.787;2236.77;70700;70600;70500;ПЕНЗА;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;4.56;
3.59;29.040;2285.43;71700;71600;71500;ПИТЕР_ФОРНОСОВО;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;4.6;
38.71;36.615;2790.09;71200;71100;71000;РОСТОВ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.8;
50.51;38.194;2853.06;70200;70100;70000;САМАРА;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
5.29;38.194;2872.16;70700;70600;70500;САРАТОВ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
0.16;37.057;2916.41;74200;74100;74000;СТАВРОПОЛЬ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.87;
9.20;37.057;2675.54;69200;69100;69000;СТАРЫЙ ОСКОЛ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.87;
1.42;35.921;2701.26;71200;71100;71000;СЫЗРАНЬ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.69;
5.64;2827.866;359987.29;127300;127200;127000;ЛИПЕЦК;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.48;
2.72;2681.001;338610.38;126300;126200;126000;ЛОБНЯ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.28;
4.95;2709.240;344886.25;127300;127200;127000;ПЕНЗА;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.28;
3.24;2684.699;340419.90;126800;126700;126500;РОСТОВ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.25;
0.58;580.722;74216.32;126800;126700;126500;САМАРА;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;0.92;
4.69;2758.431;351148.32;127300;127200;127000;СТАРЫЙ ОСКОЛ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.37;
5.32;2707.934;344719.97;127300;127200;127000;ТИТАРОВКА;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.29;
17.93;2777.368;350781.58;126300;126200;126000;УГЛИ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.4;
6.46;2726.200;347045.26;127300;127200;127000;УЛЬЯНОВСК;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.3;
0.13;38.112;2942.28;72700;72600;72500;ВОРОНЕЖ;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6.04;
1.41;36.787;2674.44;71200;71100;71000;ИЖЕВСК;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;5.83;
3.67;37.986;2875.56;71200;71100;71000;КАЗАНЬ;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6.02;
8.67;38.049;2975.46;73200;73100;73000;РОСТОВ;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6.03;
2.17;38.175;2966.24;73200;73100;73000;САРАТОВ;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6.05;
0.83;38.112;2827.94;71200;71100;71000;СТАРЫЙ ОСКОЛ;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6.04;
22.43;37.860;2884.93;71200;71100;71000;УГЛИ;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6;
0.62;37.986;2951.53;73200;73100;73000;УЛЬЯНОВСК;Круг Ст09Г2С;32мм;;ГОСТ2590,19281-2014;Круг;6.02;
13.40;37.229;3078.47;77690;77690;77690;УГЛИ;Круг Ст18ХГТ;32 мм.;;ГОСТ 2590,4543-71;Круг;5.9;
5.42;38.049;2766.18;68700;68600;68500;ВОЛГОГРАД;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
26.65;38.239;2799.07;68700;68600;68500;ВОРОНЕЖ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.06;
7.69;38.112;2618.32;67200;67100;67000;ИЖЕВСК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.04;
28.96;38.592;2767.05;67200;67100;67000;КАЗАНЬ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
3.63;38.112;2789.83;68700;68600;68500;КАЛУГА;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.04;
9.73;37.764;2594.39;68700;68600;68500;КИРОВ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6;
1.07;38.076;2768.13;68700;68600;68500;КУРСК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6;
55.57;38.049;2785.21;68700;68600;68500;ЛИПЕЦК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
30.04;38.049;2728.13;67200;67100;67000;ЛОБНЯ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.03;
2.73;38.112;2789.83;68700;68600;68500;ОРЕЛ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.04;
2.83;38.175;2832.62;69700;69600;69500;ПЕНЗА;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.05;
14.85;38.502;2914.60;71200;71100;71000;ПЯТИГОРСК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6;
42.13;37.860;2809.21;69200;69100;69000;РОСТОВ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6;
2.15;38.286;2821.68;69200;69100;69000;САРАНСК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6;
7.85;39.446;2907.17;69200;69100;69000;САРАТОВ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.05;
1.53;38.664;2926.86;71200;71100;71000;СТАВРОПОЛЬ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6;
56.97;38.636;2712.28;67200;67100;67000;СТАРЫЙ ОСКОЛ;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.02;
20.01;38.175;2851.71;70200;70100;70000;ТИТАРОВКА;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.05;
6.86;35.984;2759.98;72200;72100;72000;ТИТАРОВКА;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.7;
1.11;37.878;2848.43;70700;70600;70500;ТУЛА_ПЛЕХАНОВО;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
18.95;37.878;2810.55;69200;69100;69000;УГЛИ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
4.71;34.721;2593.70;70200;70100;70000;УЛЬЯНОВСК;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.5;
7.48;38.294;2860.53;70700;70600;70500;ЧЕБОКСАРЫ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
5.64;38.130;2657.70;69700;69600;69500;ЧЕЛНЫ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
1.88;38.067;2824.60;70200;70100;70000;ЯРОСЛАВЛЬ;Круг Ст20;32мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
1.21;37.980;5696.62;149990;149990;149990;НОВОСИБИРСК;Круг Ст20калибр;032мм;НД;калибровка;Круг;6;
0.46;39.626;5983.10;145990;145990;145990;РОСТОВ;Круг Ст20калибр;032мм;НД;калибровка;Круг;6.26;
2.21;39.246;5827.64;143990;143990;143990;САМАРА;Круг Ст20калибр;032мм;НД;калибровка;Круг;6.2;
0.33;38.107;5601.29;141990;141990;141990;УГЛИ;Круг Ст20калибр;032мм;НД;калибровка;Круг;6.02;
15.57;36.084;2731.56;71200;71100;71000;САМАРА;Круг Ст20Х;32мм.;;ГОСТ 2590-2006, 4543-71;Круг;5.82;
9.12;31.690;2319.74;70200;70100;70000;СТАРЫЙ ОСКОЛ;Круг Ст20Х;32мм.;;ГОСТ 2590-2006, 4543-71;Круг;5.71;
11.67;32.745;2462.42;70200;70100;70000;УГЛИ;Круг Ст20Х;32мм.;;ГОСТ 2590-2006, 4543-71;Круг;5.9;
8.78;37.247;3079.93;77690;77690;77690;УГЛИ;Круг Ст25ХГТ;32мм;;ГОСТ 2590-88,4543-71;Круг;5.9;
4.80;38.248;2799.76;68700;68600;68500;БЕЛГОРОД_КРЕЙДА;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.05;
0.58;38.426;2812.82;68700;68600;68500;БРЯНСК;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.04;
9.23;38.175;2794.45;68700;68600;68500;ВЛАДИМИР;Круг Ст3;32мм;(6+нд);ГОСТ 2590;Круг;6.05;
3.67;2907.592;355307.77;122200;122100;122000;ЧЕЛНЫ;Круг Ст40Х 3ГП;300мм.;3ГП;ТУ14-1-2118-98 ГОСТ4543-7;Круг;5.24;
5.42;2818.282;327484.41;116200;116100;116000;БЕЛГОРОД_КРЕЙДА;Круг Ст45;300мм.;;ГОСТ 2590-2006,1050 2ГП;Круг;5.08;
